Date,Time,Location/Area,Accident Type,Severity,Vehicle Type
2025-07-12,20:05:00,South,Hit-and-run,Minor,Motorcycle
2025-07-12,02:15:00,South,Rear-end,Minor,Motorcycle
2025-07-12,22:19:00,West,Single Vehicle,Minor,Motorcycle
2025-07-12,06:15:00,East,Single Vehicle,Moderate,Motorcycle
2025-07-12,16:06:00,West,Collision,Minor,Bicycle
2025-07-12,11:40:00,North,Collision,Moderate,Truck
2025-07-12,08:13:00,South,Single Vehicle,Minor,Car
2025-07-12,14:42:00,Central,Collision,Moderate,Motorcycle
2025-07-12,17:25:00,Central,Single Vehicle,Minor,Truck
2025-07-12,20:25:00,North,Rear-end,Moderate,Truck
2025-07-12,12:13:00,Central,Collision,Minor,Motorcycle
2025-07-12,20:06:00,Central,Collision,Minor,Car
2025-07-13,07:32:00,Highway,Collision,Severe,Car
2025-07-13,13:25:00,Central,Collision,Minor,Car
2025-07-13,07:56:00,West,Rear-end,Moderate,Motorcycle
2025-07-13,13:44:00,North,Hit-and-run,Severe,Car
2025-07-13,06:19:00,Highway,Single Vehicle,Moderate,Bus
2025-07-13,22:02:00,East,Rear-end,Severe,Car
2025-07-13,11:51:00,South,Rear-end,Minor,Auto
2025-07-13,10:03:00,East,Rear-end,Moderate,Car
2025-07-13,21:25:00,South,Rear-end,Minor,Car
2025-07-13,21:10:00,West,Rear-end,Minor,Motorcycle
2025-07-13,10:01:00,Central,Collision,Minor,Car
2025-07-13,21:13:00,Suburban,Collision,Minor,Auto
2025-07-13,12:43:00,East,Collision,Moderate,Car
2025-07-13,17:29:00,South,Collision,Severe,Car
2025-07-14,01:48:00,Industrial,Hit-and-run,Minor,Auto
2025-07-14,20:11:00,South,Collision,Minor,Car
2025-07-14,14:25:00,Highway,Single Vehicle,Minor,Car
2025-07-14,19:43:00,East,Single Vehicle,Minor,Car
2025-07-14,17:32:00,Industrial,Single Vehicle,Moderate,Motorcycle
2025-07-14,14:12:00,Central,Single Vehicle,Minor,Car
2025-07-14,18:13:00,Highway,Collision,Minor,Motorcycle
2025-07-14,22:23:00,Industrial,Rear-end,Moderate,Auto
2025-07-14,23:33:00,North,Collision,Severe,Auto
2025-07-14,11:43:00,Central,Pedestrian,Moderate,Car
2025-07-14,12:25:00,South,Single Vehicle,Moderate,Car
2025-07-14,21:20:00,Suburban,Single Vehicle,Minor,Car
2025-07-14,10:27:00,North,Rear-end,Minor,Motorcycle
2025-07-14,04:47:00,East,Pedestrian,Minor,Car
2025-07-14,00:35:00,Central,Collision,Minor,Auto
2025-07-15,23:39:00,South,Collision,Severe,Truck
2025-07-15,02:01:00,West,Pedestrian,Moderate,Car
2025-07-15,21:41:00,Suburban,Rear-end,Minor,Truck
2025-07-15,18:08:00,East,Single Vehicle,Minor,Car
2025-07-15,22:22:00,Highway,Collision,Minor,Car
2025-07-15,06:14:00,West,Single Vehicle,Moderate,Car
2025-07-15,11:12:00,Central,Rear-end,Minor,Car
2025-07-15,14:22:00,South,Pedestrian,Minor,Motorcycle
2025-07-15,04:16:00,West,Pedestrian,Moderate,Motorcycle
2025-07-15,14:47:00,Suburban,Single Vehicle,Minor,Car
2025-07-15,07:59:00,Highway,Collision,Minor,Bicycle
2025-07-15,09:01:00,North,Single Vehicle,Minor,Motorcycle
2025-07-15,15:19:00,North,Collision,Minor,Car
2025-07-15,07:19:00,North,Collision,Minor,Car
2025-07-16,00:58:00,Suburban,Rear-end,Minor,Motorcycle
2025-07-16,11:45:00,Highway,Pedestrian,Moderate,Bicycle
2025-07-16,04:02:00,Highway,Rear-end,Moderate,Motorcycle
2025-07-16,02:54:00,South,Pedestrian,Moderate,Auto
2025-07-16,00:11:00,East,Hit-and-run,Severe,Motorcycle
2025-07-16,03:39:00,East,Collision,Minor,Motorcycle
2025-07-16,07:01:00,North,Single Vehicle,Severe,Motorcycle
2025-07-16,02:35:00,East,Collision,Minor,Truck
2025-07-16,09:13:00,Central,Single Vehicle,Minor,Car
2025-07-16,01:15:00,Central,Collision,Minor,Auto
2025-07-16,10:18:00,Highway,Rear-end,Minor,Car
2025-07-16,09:33:00,Industrial,Rear-end,Fatal,Motorcycle
2025-07-16,20:43:00,East,Collision,Minor,Motorcycle
2025-07-16,13:45:00,East,Collision,Minor,Motorcycle
2025-07-17,06:05:00,South,Collision,Minor,Car
2025-07-17,01:12:00,Industrial,Collision,Minor,Motorcycle
2025-07-17,08:35:00,Highway,Collision,Minor,Motorcycle
2025-07-17,15:21:00,Highway,Rear-end,Minor,Truck
2025-07-17,12:17:00,Industrial,Pedestrian,Minor,Bus
2025-07-17,08:11:00,North,Rear-end,Severe,Truck
2025-07-17,19:51:00,South,Single Vehicle,Minor,Car
2025-07-17,03:58:00,East,Hit-and-run,Minor,Bicycle
2025-07-17,21:53:00,South,Hit-and-run,Moderate,Auto
2025-07-17,09:29:00,Industrial,Hit-and-run,Fatal,Car
2025-07-17,21:52:00,South,Rear-end,Minor,Car
2025-07-17,11:50:00,Central,Hit-and-run,Minor,Car
2025-07-17,16:39:00,South,Collision,Fatal,Motorcycle
2025-07-17,13:06:00,Suburban,Single Vehicle,Minor,Auto
2025-07-17,13:31:00,North,Pedestrian,Moderate,Bus
2025-07-18,01:47:00,West,Collision,Minor,Auto
2025-07-18,20:18:00,East,Pedestrian,Severe,Car
2025-07-18,19:05:00,Central,Collision,Fatal,Motorcycle
2025-07-18,10:19:00,East,Collision,Severe,Car
2025-07-18,15:26:00,Industrial,Collision,Minor,Car
2025-07-18,18:52:00,East,Pedestrian,Minor,Truck
2025-07-18,22:42:00,Highway,Pedestrian,Minor,Car
2025-07-18,05:36:00,North,Pedestrian,Severe,Truck
2025-07-18,23:47:00,Central,Collision,Severe,Truck
2025-07-18,18:06:00,Suburban,Rear-end,Minor,Bus
2025-07-18,04:58:00,South,Hit-and-run,Moderate,Car
2025-07-18,03:04:00,West,Collision,Minor,Bus
2025-07-18,14:10:00,Highway,Hit-and-run,Minor,Bicycle
2025-07-18,03:14:00,South,Collision,Moderate,Auto
2025-07-19,19:02:00,Industrial,Collision,Minor,Bus
2025-07-19,09:57:00,Unknown,Rear-end,Minor,Truck
2025-07-19,23:04:00,South,Hit-and-run,Minor,Motorcycle
2025-07-19,21:22:00,Central,Collision,Severe,Truck
2025-07-19,02:52:00,Highway,Collision,Severe,Truck
2025-07-19,04:36:00,North,Collision,Fatal,Truck
2025-07-19,05:08:00,Industrial,Collision,Moderate,Bus
2025-07-19,20:14:00,Suburban,Collision,Moderate,Motorcycle
2025-07-19,21:02:00,East,Rear-end,Minor,Car
2025-07-19,07:28:00,West,Hit-and-run,Fatal,Motorcycle
2025-07-19,06:05:00,East,Rear-end,Moderate,Car
2025-07-19,20:16:00,South,Pedestrian,Moderate,Car
2025-07-19,09:25:00,East,Hit-and-run,Moderate,Car
2025-07-19,05:20:00,West,Collision,Severe,Car
2025-07-20,13:07:00,Suburban,Collision,Minor,Bus
2025-07-20,03:20:00,Suburban,Single Vehicle,Minor,Motorcycle
2025-07-20,12:56:00,Highway,Collision,Moderate,Car
2025-07-20,19:10:00,Highway,Collision,Severe,Motorcycle
2025-07-20,16:37:00,East,Collision,Moderate,Car
2025-07-20,22:07:00,West,Hit-and-run,Minor,Motorcycle
2025-07-20,06:41:00,Highway,Rear-end,Minor,Car
2025-07-20,03:23:00,South,Single Vehicle,Moderate,Auto
2025-07-20,13:34:00,Suburban,Single Vehicle,Moderate,Car
2025-07-20,02:54:00,South,Rear-end,Moderate,Truck
2025-07-20,23:13:00,West,Collision,Minor,Auto
2025-07-20,04:54:00,Industrial,Collision,Severe,Bicycle
2025-07-20,15:13:00,Suburban,Collision,Moderate,Car
2025-07-20,22:09:00,North,Collision,Severe,Motorcycle
2025-07-21,19:11:00,Industrial,Collision,Minor,Car
2025-07-21,03:37:00,East,Collision,Minor,Motorcycle
2025-07-21,23:43:00,North,Collision,Severe,Car
2025-07-21,23:54:00,Highway,Collision,Minor,Auto
2025-07-21,01:45:00,West,Single Vehicle,Moderate,Car
2025-07-21,17:33:00,Industrial,Rear-end,Moderate,Motorcycle
2025-07-21,18:40:00,South,Single Vehicle,Moderate,Motorcycle
2025-07-21,18:09:00,East,Collision,Minor,Bicycle
2025-07-21,16:57:00,West,Rear-end,Minor,Truck
2025-07-21,13:16:00,South,Collision,Severe,Car
2025-07-21,18:16:00,North,Collision,Moderate,Car
2025-07-21,21:02:00,Suburban,Collision,Minor,Car
2025-07-21,23:30:00,East,Single Vehicle,Minor,Bus
2025-07-21,12:50:00,Industrial,Single Vehicle,Fatal,Truck
2025-07-21,11:00:00,South,Collision,Minor,Motorcycle
2025-07-22,05:11:00,South,Collision,Moderate,Car
2025-07-22,20:38:00,South,Rear-end,Minor,Bus
2025-07-22,03:03:00,South,Collision,Severe,Truck
2025-07-22,18:41:00,West,Collision,Moderate,Bicycle
2025-07-22,15:12:00,West,Collision,Moderate,Motorcycle
2025-07-22,12:33:00,East,Rear-end,Minor,Car
2025-07-22,03:41:00,Central,Collision,Severe,Car
2025-07-22,22:20:00,East,Collision,Minor,Car
2025-07-22,16:21:00,Central,Collision,Severe,Truck
2025-07-22,22:56:00,Central,Rear-end,Moderate,Truck
2025-07-22,00:03:00,Suburban,Single Vehicle,Moderate,Car
2025-07-22,17:17:00,West,Collision,Minor,Car
2025-07-22,19:04:00,West,Single Vehicle,Moderate,Car
2025-07-22,16:18:00,South,Single Vehicle,Minor,Auto
2025-07-23,14:01:00,Highway,Single Vehicle,Minor,Car
2025-07-23,10:11:00,West,Pedestrian,Minor,Car
2025-07-23,21:16:00,Highway,Hit-and-run,Minor,Car
2025-07-23,12:09:00,South,Single Vehicle,Minor,Car
2025-07-23,00:33:00,Suburban,Collision,Minor,Truck
2025-07-23,16:05:00,Highway,Rear-end,Severe,Auto
2025-07-23,05:07:00,Highway,Single Vehicle,Minor,Car
2025-07-23,03:50:00,Central,Pedestrian,Moderate,Truck
2025-07-23,19:10:00,North,Single Vehicle,Minor,Car
2025-07-23,15:56:00,North,Pedestrian,Moderate,Bicycle
2025-07-23,14:11:00,North,Single Vehicle,Moderate,Car
2025-07-23,14:08:00,Highway,Hit-and-run,Fatal,Car
2025-07-23,05:01:00,Central,Pedestrian,Severe,Motorcycle
2025-07-23,14:07:00,Central,Rear-end,Minor,Car
2025-07-24,13:57:00,North,Single Vehicle,Moderate,Car
2025-07-24,10:10:00,North,Pedestrian,Minor,Truck
2025-07-24,06:59:00,North,Single Vehicle,Moderate,Truck
2025-07-24,08:52:00,Highway,Hit-and-run,Minor,Motorcycle
2025-07-24,15:35:00,West,Collision,Minor,Truck
2025-07-24,04:09:00,Central,Collision,Minor,Motorcycle
2025-07-24,19:20:00,East,Single Vehicle,Moderate,Truck
2025-07-24,09:19:00,South,Rear-end,Moderate,Motorcycle
2025-07-24,17:47:00,Central,Collision,Moderate,Unknown
2025-07-24,02:07:00,Industrial,Collision,Moderate,Car
2025-07-24,12:35:00,Industrial,Pedestrian,Minor,Car
2025-07-24,10:28:00,Industrial,Pedestrian,Moderate,Motorcycle
2025-07-24,16:41:00,Industrial,Pedestrian,Severe,Motorcycle
2025-07-24,21:11:00,Central,Hit-and-run,Severe,Bus
2025-07-24,12:13:00,Suburban,Collision,Moderate,Car
2025-07-25,05:47:00,Highway,Collision,Moderate,Car
2025-07-25,16:53:00,Highway,Collision,Moderate,Car
2025-07-25,12:49:00,Central,Pedestrian,Minor,Car
2025-07-25,18:20:00,Suburban,Collision,Minor,Truck
2025-07-25,20:21:00,Highway,Hit-and-run,Minor,Motorcycle
2025-07-25,18:20:00,Highway,Rear-end,Minor,Truck
2025-07-25,09:43:00,Central,Rear-end,Minor,Car
2025-07-25,02:49:00,Industrial,Single Vehicle,Fatal,Auto
2025-07-25,13:29:00,Suburban,Collision,Minor,Bicycle
2025-07-25,18:38:00,Industrial,Pedestrian,Moderate,Truck
2025-07-25,04:19:00,West,Collision,Moderate,Auto
2025-07-25,04:23:00,Suburban,Collision,Minor,Motorcycle
2025-07-25,19:22:00,East,Rear-end,Minor,Auto
2025-07-25,16:06:00,West,Collision,Moderate,Auto
2025-07-26,20:08:00,East,Pedestrian,Moderate,Bicycle
2025-07-26,09:00:00,Suburban,Rear-end,Fatal,Truck
2025-07-26,04:25:00,Central,Collision,Minor,Bus
2025-07-26,03:37:00,East,Collision,Severe,Motorcycle
2025-07-26,05:37:00,Industrial,Rear-end,Minor,Car
2025-07-26,03:53:00,Highway,Pedestrian,Moderate,Car
2025-07-26,06:43:00,West,Rear-end,Moderate,Auto
2025-07-26,06:21:00,Highway,Rear-end,Minor,Car
2025-07-26,17:43:00,Suburban,Pedestrian,Minor,Motorcycle
2025-07-26,02:09:00,Central,Rear-end,Minor,Car
2025-07-26,00:54:00,South,Collision,Minor,Car
2025-07-26,23:57:00,Central,Rear-end,Moderate,Auto
2025-07-26,03:05:00,South,Hit-and-run,Minor,Auto
2025-07-26,05:16:00,East,Hit-and-run,Moderate,Motorcycle
2025-07-27,08:50:00,Suburban,Hit-and-run,Minor,Car
2025-07-27,21:49:00,Highway,Single Vehicle,Severe,Motorcycle
2025-07-27,13:37:00,Central,Collision,Severe,Car
2025-07-27,11:23:00,Central,Single Vehicle,Moderate,Car
2025-07-27,19:50:00,West,Rear-end,Moderate,Car
2025-07-27,23:09:00,East,Hit-and-run,Minor,Motorcycle
2025-07-27,03:55:00,North,Collision,Severe,Car
2025-07-27,20:07:00,Highway,Rear-end,Minor,Truck
2025-07-27,23:20:00,Suburban,Pedestrian,Minor,Car
2025-07-27,11:55:00,South,Hit-and-run,Minor,Motorcycle
2025-07-27,09:05:00,Highway,Collision,Moderate,Car
2025-07-27,21:20:00,South,Rear-end,Moderate,Bicycle
2025-07-27,06:56:00,Industrial,Collision,Moderate,Motorcycle
2025-07-27,02:38:00,East,Single Vehicle,Minor,Car
2025-07-28,22:23:00,Central,Single Vehicle,Minor,Motorcycle
2025-07-28,13:32:00,Suburban,Collision,Severe,Auto
2025-07-28,23:58:00,East,Single Vehicle,Moderate,Bus
2025-07-28,09:17:00,Industrial,Single Vehicle,Minor,Truck
2025-07-28,15:55:00,South,Collision,Moderate,Car
2025-07-28,15:27:00,Central,Hit-and-run,Minor,Truck
2025-07-28,21:56:00,Central,Rear-end,Minor,Bus
2025-07-28,09:51:00,East,Hit-and-run,Minor,Motorcycle
2025-07-28,12:31:00,Industrial,Collision,Minor,Unknown
2025-07-28,05:11:00,South,Collision,Minor,Car
2025-07-28,11:47:00,Industrial,Rear-end,Severe,Car
2025-07-28,08:41:00,Industrial,Collision,Moderate,Auto
2025-07-28,12:26:00,Industrial,Pedestrian,Moderate,Truck
2025-07-28,03:09:00,East,Collision,Moderate,Car
2025-07-28,23:45:00,Suburban,Rear-end,Fatal,Car
2025-07-29,10:56:00,East,Single Vehicle,Minor,Auto
2025-07-29,19:51:00,East,Rear-end,Severe,Car
2025-07-29,17:41:00,North,Rear-end,Moderate,Car
2025-07-29,10:31:00,South,Single Vehicle,Minor,Car
2025-07-29,20:41:00,Central,Single Vehicle,Minor,Auto
2025-07-29,03:25:00,West,Collision,Moderate,Auto
2025-07-29,17:24:00,North,Rear-end,Moderate,Motorcycle
2025-07-29,00:10:00,South,Single Vehicle,Minor,Motorcycle
2025-07-29,06:22:00,Highway,Collision,Moderate,Car
2025-07-29,05:33:00,South,Collision,Moderate,Car
2025-07-29,14:56:00,North,Collision,Minor,Bus
2025-07-29,17:51:00,Central,Collision,Severe,Car
2025-07-29,23:39:00,Highway,Pedestrian,Severe,Motorcycle
2025-07-29,10:22:00,Central,Pedestrian,Minor,Truck
2025-07-30,19:28:00,East,Single Vehicle,Fatal,Car
2025-07-30,23:30:00,East,Pedestrian,Minor,Motorcycle
2025-07-30,14:06:00,Industrial,Collision,Minor,Motorcycle
2025-07-30,15:39:00,West,Collision,Minor,Bus
2025-07-30,06:32:00,Highway,Single Vehicle,Moderate,Car
2025-07-30,20:20:00,Central,Collision,Moderate,Car
2025-07-30,09:01:00,South,Collision,Minor,Motorcycle
2025-07-30,11:17:00,North,Single Vehicle,Minor,Bicycle
2025-07-30,23:46:00,Central,Rear-end,Minor,Car
2025-07-30,13:32:00,North,Collision,Severe,Bicycle
2025-07-30,04:36:00,South,Single Vehicle,Severe,Truck
2025-07-30,20:33:00,East,Single Vehicle,Moderate,Auto
2025-07-30,17:19:00,Industrial,Collision,Moderate,Car
2025-07-30,04:34:00,South,Single Vehicle,Moderate,Car
2025-07-31,02:50:00,Industrial,Rear-end,Minor,Car
2025-07-31,22:49:00,South,Rear-end,Minor,Car
2025-07-31,04:53:00,South,Single Vehicle,Moderate,Bicycle
2025-07-31,23:17:00,West,Single Vehicle,Moderate,Car
2025-07-31,16:45:00,Central,Collision,Minor,Motorcycle
2025-07-31,18:23:00,Central,Collision,Fatal,Car
2025-07-31,18:07:00,South,Collision,Severe,Truck
2025-07-31,20:29:00,Suburban,Rear-end,Minor,Car
2025-07-31,11:43:00,Industrial,Collision,Moderate,Car
2025-07-31,08:52:00,Central,Rear-end,Severe,Car
2025-07-31,00:09:00,Highway,Collision,Minor,Bus
2025-07-31,17:22:00,Industrial,Rear-end,Moderate,Car
2025-07-31,20:51:00,West,Collision,Minor,Car
2025-07-31,03:48:00,Highway,Pedestrian,Minor,Car
2025-08-01,09:10:00,South,Collision,Severe,Bicycle
2025-08-01,06:01:00,North,Collision,Minor,Motorcycle
2025-08-01,21:57:00,East,Single Vehicle,Minor,Truck
2025-08-01,22:25:00,West,Pedestrian,Minor,Truck
2025-08-01,00:35:00,East,Collision,Minor,Car
2025-08-01,16:32:00,West,Collision,Minor,Motorcycle
2025-08-01,23:46:00,Suburban,Hit-and-run,Moderate,Car
2025-08-01,01:12:00,Highway,Rear-end,Minor,Car
2025-08-01,10:39:00,Highway,Pedestrian,Moderate,Motorcycle
2025-08-01,08:24:00,Highway,Rear-end,Moderate,Motorcycle
2025-08-01,06:03:00,Suburban,Collision,Minor,Car
2025-08-01,21:41:00,Central,Rear-end,Moderate,Car
2025-08-01,16:18:00,North,Pedestrian,Moderate,Bus
2025-08-01,16:17:00,East,Single Vehicle,Minor,Truck
2025-08-01,01:36:00,Highway,Collision,Minor,Car
2025-08-02,05:29:00,East,Rear-end,Moderate,Car
2025-08-02,13:18:00,Industrial,Collision,Fatal,Auto
2025-08-02,05:57:00,Central,Rear-end,Minor,Bus
2025-08-02,01:22:00,North,Single Vehicle,Minor,Bicycle
2025-08-02,00:58:00,Industrial,Collision,Minor,Car
2025-08-02,09:53:00,Central,Single Vehicle,Minor,Motorcycle
2025-08-02,20:15:00,South,Hit-and-run,Moderate,Car
2025-08-02,04:00:00,North,Single Vehicle,Minor,Truck
2025-08-02,01:11:00,South,Pedestrian,Minor,Car
2025-08-02,21:23:00,Industrial,Collision,Minor,Car
2025-08-02,15:33:00,South,Collision,Minor,Car
2025-08-02,01:52:00,West,Rear-end,Minor,Truck
2025-08-02,09:56:00,Central,Collision,Minor,Motorcycle
2025-08-02,01:07:00,Highway,Rear-end,Minor,Motorcycle
2025-08-03,15:17:00,South,Rear-end,Severe,Auto
2025-08-03,15:56:00,West,Single Vehicle,Severe,Bus
2025-08-03,18:47:00,Industrial,Rear-end,Minor,Motorcycle
2025-08-03,06:04:00,North,Pedestrian,Moderate,Bicycle
2025-08-03,21:25:00,Highway,Single Vehicle,Minor,Motorcycle
2025-08-03,11:29:00,West,Single Vehicle,Moderate,Car
2025-08-03,23:53:00,East,Collision,Minor,Bicycle
2025-08-03,14:12:00,North,Rear-end,Minor,Car
2025-08-03,07:18:00,Suburban,Collision,Moderate,Motorcycle
2025-08-03,05:28:00,Industrial,Rear-end,Minor,Car
2025-08-03,09:02:00,North,Collision,Minor,Motorcycle
2025-08-03,02:25:00,South,Pedestrian,Moderate,Motorcycle
2025-08-03,18:39:00,Highway,Rear-end,Moderate,Car
2025-08-03,16:58:00,Industrial,Rear-end,Moderate,Motorcycle
2025-08-04,06:57:00,Highway,Single Vehicle,Minor,Bus
2025-08-04,20:57:00,East,Collision,Moderate,Car
2025-08-04,19:11:00,Industrial,Rear-end,Minor,Car
2025-08-04,03:01:00,South,Pedestrian,Minor,Car
2025-08-04,13:10:00,North,Collision,Moderate,Auto
2025-08-04,19:43:00,West,Rear-end,Moderate,Truck
2025-08-04,21:27:00,Suburban,Collision,Moderate,Auto
2025-08-04,14:17:00,South,Single Vehicle,Moderate,Car
2025-08-04,23:12:00,East,Collision,Minor,Car
2025-08-04,07:36:00,Industrial,Collision,Minor,Car
2025-08-04,20:21:00,West,Rear-end,Minor,Car
2025-08-04,14:11:00,Highway,Collision,Moderate,Motorcycle
2025-08-04,21:01:00,Highway,Collision,Minor,Bicycle
2025-08-04,19:36:00,Central,Rear-end,Severe,Car
2025-08-04,13:06:00,Suburban,Collision,Moderate,Bicycle
2025-08-05,08:25:00,Industrial,Rear-end,Severe,Car
2025-08-05,07:25:00,Highway,Rear-end,Moderate,Auto
2025-08-05,16:23:00,West,Rear-end,Fatal,Car
2025-08-05,01:11:00,Highway,Hit-and-run,Moderate,Auto
2025-08-05,23:15:00,Central,Collision,Fatal,Car
2025-08-05,02:22:00,South,Collision,Minor,Auto
2025-08-05,07:39:00,Highway,Pedestrian,Minor,Car
2025-08-05,11:59:00,North,Single Vehicle,Moderate,Car
2025-08-05,00:08:00,Central,Collision,Fatal,Motorcycle
2025-08-05,09:31:00,Highway,Rear-end,Minor,Car
2025-08-05,19:14:00,Highway,Rear-end,Minor,Truck
2025-08-05,02:36:00,Central,Rear-end,Moderate,Bicycle
2025-08-05,05:12:00,Highway,Hit-and-run,Moderate,Motorcycle
2025-08-05,06:04:00,Industrial,Collision,Minor,Unknown
2025-08-06,19:10:00,East,Hit-and-run,Moderate,Car
2025-08-06,22:09:00,Highway,Collision,Fatal,Truck
2025-08-06,17:51:00,South,Rear-end,Severe,Motorcycle
2025-08-06,10:12:00,North,Pedestrian,Minor,Auto
2025-08-06,18:40:00,North,Rear-end,Minor,Car
2025-08-06,04:52:00,East,Collision,Minor,Truck
2025-08-06,18:45:00,East,Single Vehicle,Minor,Car
2025-08-06,10:49:00,Highway,Single Vehicle,Minor,Car
2025-08-06,23:14:00,Highway,Pedestrian,Moderate,Car
2025-08-06,11:41:00,West,Rear-end,Minor,Car
2025-08-06,09:55:00,Highway,Collision,Severe,Car
2025-08-06,07:06:00,North,Single Vehicle,Severe,Car
2025-08-06,23:39:00,Central,Rear-end,Minor,Auto
2025-08-06,08:27:00,Highway,Single Vehicle,Fatal,Car
2025-08-07,03:31:00,Central,Collision,Moderate,Auto
2025-08-07,04:34:00,North,Collision,Moderate,Car
2025-08-07,20:14:00,Industrial,Single Vehicle,Minor,Car
2025-08-07,07:47:00,South,Rear-end,Moderate,Motorcycle
2025-08-07,22:35:00,Highway,Collision,Minor,Motorcycle
2025-08-07,08:20:00,South,Collision,Moderate,Motorcycle
2025-08-07,14:05:00,Central,Rear-end,Minor,Motorcycle
2025-08-07,14:00:00,South,Collision,Moderate,Car
2025-08-07,15:03:00,West,Rear-end,Minor,Truck
2025-08-07,13:10:00,South,Rear-end,Minor,Motorcycle
2025-08-07,07:43:00,East,Pedestrian,Moderate,Car
2025-08-07,17:25:00,Highway,Collision,Moderate,Auto
2025-08-07,09:36:00,Suburban,Single Vehicle,Minor,Truck
2025-08-07,19:22:00,North,Collision,Minor,Car
2025-08-08,05:28:00,East,Rear-end,Severe,Auto
2025-08-08,11:20:00,West,Collision,Moderate,Auto
2025-08-08,01:47:00,Suburban,Hit-and-run,Minor,Motorcycle
2025-08-08,06:44:00,Suburban,Single Vehicle,Moderate,Car
2025-08-08,15:44:00,North,Pedestrian,Moderate,Auto
2025-08-08,02:48:00,Industrial,Rear-end,Minor,Car
2025-08-08,12:26:00,South,Rear-end,Moderate,Car
2025-08-08,02:38:00,Central,Pedestrian,Severe,Car
2025-08-08,17:39:00,Central,Single Vehicle,Moderate,Truck
2025-08-08,10:12:00,East,Single Vehicle,Minor,Auto
2025-08-08,07:22:00,East,Rear-end,Severe,Truck
2025-08-08,05:58:00,Central,Single Vehicle,Minor,Bicycle
2025-08-08,00:15:00,Industrial,Collision,Severe,Car
2025-08-08,00:29:00,South,Collision,Minor,Car
2025-08-08,22:03:00,West,Collision,Moderate,Motorcycle
2025-08-09,07:39:00,South,Collision,Moderate,Bicycle
2025-08-09,04:15:00,Central,Pedestrian,Minor,Motorcycle
2025-08-09,15:30:00,South,Single Vehicle,Moderate,Car
2025-08-09,10:52:00,North,Pedestrian,Moderate,Car
2025-08-09,04:41:00,East,Hit-and-run,Minor,Car
2025-08-09,03:24:00,North,Rear-end,Moderate,Car
2025-08-09,05:43:00,East,Hit-and-run,Moderate,Car
2025-08-09,13:11:00,Central,Rear-end,Minor,Auto
2025-08-09,21:25:00,Industrial,Single Vehicle,Fatal,Motorcycle
2025-08-09,18:36:00,Industrial,Hit-and-run,Severe,Truck
2025-08-09,08:47:00,Central,Hit-and-run,Minor,Car
2025-08-09,11:32:00,East,Rear-end,Moderate,Car
2025-08-09,10:27:00,Central,Single Vehicle,Minor,Motorcycle
2025-08-09,13:08:00,West,Collision,Moderate,Auto
2025-08-10,22:11:00,North,Rear-end,Severe,Motorcycle
2025-08-10,15:04:00,East,Pedestrian,Minor,Auto
2025-08-10,00:53:00,East,Rear-end,Severe,Bus
2025-08-10,12:51:00,Suburban,Single Vehicle,Moderate,Car
2025-08-10,22:53:00,West,Collision,Minor,Car
2025-08-10,20:27:00,West,Collision,Severe,Truck
2025-08-10,20:55:00,South,Single Vehicle,Moderate,Motorcycle
2025-08-10,12:34:00,Suburban,Rear-end,Minor,Car
2025-08-10,01:04:00,Highway,Rear-end,Moderate,Car
2025-08-10,03:33:00,North,Collision,Minor,Motorcycle
2025-08-10,05:45:00,Highway,Collision,Minor,Auto
2025-08-10,22:33:00,East,Hit-and-run,Severe,Car
2025-08-10,04:12:00,Highway,Collision,Moderate,Car
2025-08-10,02:38:00,Highway,Single Vehicle,Severe,Motorcycle
2025-08-11,00:41:00,North,Pedestrian,Minor,Truck
2025-08-11,03:44:00,Industrial,Collision,Moderate,Truck
2025-08-11,19:47:00,South,Hit-and-run,Fatal,Auto
2025-08-11,01:57:00,South,Rear-end,Minor,Bus
2025-08-11,04:13:00,South,Collision,Minor,Motorcycle
2025-08-11,02:10:00,Industrial,Collision,Moderate,Car
2025-08-11,08:41:00,North,Rear-end,Minor,Motorcycle
2025-08-11,19:37:00,Central,Hit-and-run,Minor,Truck
2025-08-11,05:03:00,Industrial,Hit-and-run,Severe,Auto
2025-08-11,17:52:00,Central,Rear-end,Fatal,Bicycle
2025-08-11,05:32:00,Central,Pedestrian,Moderate,Motorcycle
2025-08-11,18:06:00,North,Pedestrian,Moderate,Motorcycle
2025-08-11,11:55:00,South,Rear-end,Severe,Car
2025-08-11,10:40:00,East,Pedestrian,Moderate,Car
2025-08-11,01:07:00,Central,Collision,Minor,Car
2025-08-12,14:36:00,Suburban,Single Vehicle,Minor,Car
2025-08-12,11:50:00,Industrial,Rear-end,Minor,Car
2025-08-12,11:09:00,South,Pedestrian,Minor,Car
2025-08-12,08:42:00,South,Rear-end,Minor,Truck
2025-08-12,20:56:00,East,Collision,Minor,Motorcycle
2025-08-12,23:14:00,West,Rear-end,Minor,Motorcycle
2025-08-12,01:37:00,Central,Collision,Minor,Motorcycle
2025-08-12,21:14:00,North,Hit-and-run,Moderate,Car
2025-08-12,02:04:00,Highway,Rear-end,Minor,Bicycle
2025-08-12,11:28:00,North,Pedestrian,Severe,Car
2025-08-12,15:18:00,Unknown,Hit-and-run,Minor,Auto
2025-08-12,20:53:00,Highway,Hit-and-run,Severe,Car
2025-08-12,23:50:00,Industrial,Collision,Fatal,Motorcycle
